,CO2 (ppm),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Position,Floor No.,Weather,Occupancy_Classified
306,2012.0,37.0,55.0,57.0,25.7,13.9,69.6,middle,2.0,sunny,1
307,2000.0,37.0,55.0,56.0,25.7,13.8,70.3,middle,2.0,sunny,1
308,1985.0,37.0,56.0,57.0,25.7,13.8,72.4,middle,2.0,sunny,1
309,1972.0,37.0,56.0,57.0,25.7,13.8,72.4,middle,2.0,sunny,1
310,1956.0,37.0,55.0,57.0,25.7,13.9,76.7,middle,2.0,sunny,1
311,1942.0,37.0,55.0,58.0,25.7,13.8,78.4,middle,2.0,sunny,1
312,1927.0,37.0,55.0,59.0,25.7,13.9,74.5,middle,2.0,sunny,1
313,1917.0,37.0,55.0,59.0,25.7,13.9,75.1,middle,2.0,sunny,0
314,1905.0,37.0,55.0,59.0,25.7,13.9,73.6,middle,2.0,sunny,0
315,1897.0,37.0,55.0,60.0,25.7,13.8,71.7,middle,2.0,sunny,0
316,1889.0,37.0,56.0,60.0,25.7,13.8,75.7,middle,2.0,sunny,0
317,1883.0,37.0,57.0,60.0,25.7,13.8,70.6,middle,2.0,sunny,0
318,1874.0,37.0,57.0,61.0,25.7,13.8,72.5,middle,2.0,sunny,0
319,1865.0,38.0,57.0,61.0,25.7,13.9,76.2,middle,2.0,sunny,0
320,1854.0,38.0,57.0,61.0,25.7,13.8,70.2,middle,2.0,sunny,0
321,1841.0,38.0,57.0,60.0,25.7,13.8,75.9,middle,2.0,sunny,0
322,1828.0,38.0,57.0,60.0,25.7,13.8,70.0,middle,2.0,sunny,0
323,1812.0,38.0,57.0,60.0,25.7,13.8,68.3,middle,2.0,sunny,0
324,1801.0,38.0,57.0,60.0,25.7,13.8,71.9,middle,2.0,sunny,0
325,1790.0,38.0,58.0,60.0,25.7,13.8,77.4,middle,2.0,sunny,0
326,1782.0,38.0,58.0,61.0,25.7,13.8,75.5,middle,2.0,sunny,0
327,1775.0,38.0,59.0,61.0,25.7,13.8,81.1,middle,2.0,sunny,0
328,1770.0,38.0,59.0,62.0,25.7,13.8,73.9,middle,2.0,sunny,0
329,1764.0,38.0,59.0,62.0,25.7,13.8,74.6,middle,2.0,sunny,0
330,1759.0,38.0,58.0,62.0,25.7,13.8,73.5,middle,2.0,sunny,0
331,1753.0,38.0,58.0,62.0,25.6,13.8,75.6,middle,2.0,sunny,0
332,1749.0,37.0,57.0,61.0,25.7,13.8,71.4,middle,2.0,sunny,0
333,1745.0,37.0,57.0,60.0,25.6,13.8,77.5,middle,2.0,sunny,0
334,1741.0,36.0,56.0,60.0,25.6,13.8,71.8,middle,2.0,sunny,0
335,1738.0,36.0,56.0,60.0,25.6,13.8,71.8,middle,2.0,sunny,0
336,1735.0,36.0,56.0,60.0,25.6,13.8,74.5,middle,2.0,sunny,0
337,1732.0,36.0,56.0,60.0,25.6,13.8,73.0,middle,2.0,sunny,0
338,1728.0,36.0,56.0,60.0,25.6,13.8,71.6,middle,2.0,sunny,0
339,1724.0,36.0,56.0,60.0,25.6,13.8,78.8,middle,2.0,sunny,0
340,1720.0,37.0,56.0,61.0,25.6,13.8,72.3,middle,2.0,sunny,0
341,1718.0,37.0,56.0,60.0,25.6,13.8,71.5,middle,2.0,sunny,0
342,1716.0,37.0,56.0,60.0,25.6,13.8,77.4,middle,2.0,sunny,0
343,1714.0,38.0,56.0,61.0,25.6,13.8,72.4,middle,2.0,sunny,0
344,1712.0,37.0,55.0,60.0,25.6,13.8,72.1,middle,2.0,sunny,0
345,1710.0,37.0,55.0,60.0,25.6,13.8,70.8,middle,2.0,sunny,0
346,1707.0,37.0,55.0,60.0,25.6,13.8,73.6,middle,2.0,sunny,0
347,1705.0,37.0,55.0,60.0,25.6,13.8,76.2,middle,2.0,sunny,0
348,1702.0,37.0,55.0,60.0,25.6,13.8,78.7,middle,2.0,sunny,0
349,1699.0,37.0,56.0,60.0,25.6,13.8,71.8,middle,2.0,sunny,0
350,1697.0,37.0,56.0,60.0,25.5,13.8,80.4,middle,2.0,sunny,0
351,1695.0,37.0,56.0,60.0,25.5,13.8,74.6,middle,2.0,sunny,0
352,1692.0,37.0,57.0,60.0,25.5,13.8,74.6,middle,2.0,sunny,0
353,1688.0,38.0,57.0,60.0,25.5,13.8,72.3,middle,2.0,sunny,0
354,1685.0,38.0,57.0,61.0,25.5,13.8,69.2,middle,2.0,sunny,0
355,1682.0,38.0,57.0,61.0,25.5,13.7,75.5,middle,2.0,sunny,0
356,1680.0,38.0,57.0,61.0,25.5,13.7,79.6,middle,2.0,sunny,0
357,1677.0,38.0,57.0,61.0,25.4,13.7,70.6,middle,2.0,sunny,0
358,1675.0,38.0,57.0,60.0,25.4,13.7,75.4,middle,2.0,sunny,0
359,1671.0,38.0,57.0,60.0,25.4,13.7,77.0,middle,2.0,sunny,0
360,1668.0,37.0,56.0,60.0,25.4,13.7,75.8,middle,2.0,sunny,0
361,1666.0,37.0,56.0,60.0,25.4,13.6,71.8,middle,2.0,sunny,0
362,1662.0,37.0,57.0,60.0,25.3,13.6,77.2,middle,2.0,sunny,0
363,1657.0,39.0,59.0,61.0,25.3,13.6,72.1,middle,2.0,sunny,0
364,1651.0,38.0,58.0,60.0,25.3,13.6,74.3,middle,2.0,sunny,0
365,1645.0,39.0,60.0,61.0,25.3,13.6,77.8,middle,2.0,sunny,0
366,1637.0,38.0,59.0,60.0,25.3,13.6,74.3,middle,2.0,sunny,0
367,1630.0,38.0,59.0,60.0,25.3,13.6,72.3,middle,2.0,sunny,0
368,1623.0,38.0,59.0,60.0,25.3,13.6,77.1,middle,2.0,sunny,0
369,1617.0,38.0,59.0,60.0,25.2,13.6,76.5,middle,2.0,sunny,0
370,1611.0,38.0,59.0,60.0,25.3,13.6,73.0,middle,2.0,sunny,0
371,1606.0,38.0,60.0,60.0,25.2,13.6,75.2,middle,2.0,sunny,0
372,1602.0,38.0,60.0,60.0,25.2,13.6,71.4,middle,2.0,sunny,0
373,1598.0,38.0,60.0,60.0,25.2,13.6,79.9,middle,2.0,sunny,0
374,1595.0,38.0,60.0,60.0,25.2,13.6,75.9,middle,2.0,sunny,0
375,1591.0,38.0,60.0,61.0,25.2,13.6,72.7,middle,2.0,sunny,0
376,1589.0,38.0,59.0,61.0,25.2,13.6,74.8,middle,2.0,sunny,0
377,1587.0,38.0,59.0,62.0,25.2,13.6,74.8,middle,2.0,sunny,0
378,1585.0,38.0,59.0,62.0,25.2,13.6,70.3,middle,2.0,sunny,0
379,1585.0,38.0,59.0,62.0,25.2,13.6,77.9,middle,2.0,sunny,0
380,1584.0,38.0,59.0,62.0,25.2,13.6,74.9,middle,2.0,sunny,0
381,1583.0,38.0,59.0,62.0,25.2,13.6,75.4,middle,2.0,sunny,0
382,1583.0,38.0,59.0,61.0,25.2,13.6,79.1,middle,2.0,sunny,0
383,1582.0,38.0,59.0,61.0,25.1,13.6,71.5,middle,2.0,sunny,0
384,1581.0,38.0,58.0,60.0,25.1,13.5,75.3,middle,2.0,sunny,0
385,1579.0,38.0,58.0,60.0,25.1,13.5,78.4,middle,2.0,sunny,0
386,1576.0,38.0,58.0,60.0,25.1,13.5,69.6,middle,2.0,sunny,0
387,1574.0,38.0,57.0,60.0,25.1,13.5,79.4,middle,2.0,sunny,0
388,1571.0,38.0,57.0,60.0,25.0,13.5,71.0,middle,2.0,sunny,0
389,1569.0,39.0,58.0,61.0,25.0,13.5,73.1,middle,2.0,sunny,0
390,1564.0,38.0,58.0,62.0,25.0,13.5,69.9,middle,2.0,sunny,0
391,1560.0,38.0,57.0,62.0,25.0,13.5,77.2,middle,2.0,sunny,0
392,1554.0,38.0,57.0,61.0,25.0,13.5,70.2,middle,2.0,sunny,0
393,1549.0,37.0,56.0,60.0,25.0,13.5,71.9,middle,2.0,sunny,0
394,1544.0,37.0,57.0,60.0,25.0,13.5,71.9,middle,2.0,sunny,0
395,1541.0,37.0,57.0,61.0,25.0,13.5,73.0,middle,2.0,sunny,0
396,1537.0,37.0,58.0,61.0,25.0,13.5,77.5,middle,2.0,sunny,0
397,1534.0,39.0,59.0,62.0,25.0,13.5,79.4,middle,2.0,sunny,0
398,1531.0,38.0,58.0,61.0,25.0,13.4,71.8,middle,2.0,sunny,0
399,1528.0,39.0,58.0,62.0,24.9,13.4,78.1,middle,2.0,sunny,0
400,1526.0,38.0,56.0,61.0,25.0,13.4,74.6,middle,2.0,sunny,0
401,1523.0,38.0,56.0,61.0,24.9,13.4,70.3,middle,2.0,sunny,0
402,1521.0,38.0,55.0,61.0,24.9,13.4,78.3,middle,2.0,sunny,0
403,1519.0,39.0,56.0,63.0,24.9,13.4,72.2,middle,2.0,sunny,0
404,1518.0,39.0,56.0,63.0,24.9,13.4,71.2,middle,2.0,sunny,0
405,1515.0,39.0,57.0,65.0,24.9,13.4,77.6,middle,2.0,sunny,0
406,1512.0,39.0,57.0,65.0,24.9,13.4,69.3,middle,2.0,sunny,0
407,1509.0,39.0,58.0,66.0,24.9,13.4,80.9,middle,2.0,sunny,0
408,1507.0,39.0,59.0,67.0,24.8,13.4,76.8,middle,2.0,sunny,0
409,1504.0,39.0,59.0,68.0,24.8,13.4,72.7,middle,2.0,sunny,0
410,1501.0,41.0,60.0,68.0,24.8,13.4,83.2,middle,2.0,sunny,0
411,1499.0,41.0,61.0,68.0,24.8,13.4,70.9,middle,2.0,sunny,0
412,1498.0,41.0,61.0,68.0,24.8,13.4,68.3,middle,2.0,sunny,0
413,1495.0,40.0,60.0,67.0,24.8,13.4,73.6,middle,2.0,sunny,0
414,1493.0,40.0,60.0,66.0,24.8,13.4,77.7,middle,2.0,sunny,0
415,1491.0,41.0,61.0,67.0,24.8,13.4,72.8,middle,2.0,sunny,0
416,1490.0,40.0,60.0,66.0,24.8,13.4,77.1,middle,2.0,sunny,0
417,1488.0,41.0,60.0,66.0,24.8,13.4,69.6,middle,2.0,sunny,0
418,1487.0,41.0,61.0,66.0,24.8,13.4,71.9,middle,2.0,sunny,0
419,1486.0,40.0,60.0,64.0,24.8,13.4,76.1,middle,2.0,sunny,0
420,1485.0,40.0,60.0,63.0,24.8,13.4,74.9,middle,2.0,sunny,0
421,1484.0,40.0,59.0,62.0,24.8,13.4,70.1,middle,2.0,sunny,0
422,1483.0,40.0,58.0,61.0,24.8,13.4,78.0,middle,2.0,sunny,0
423,1482.0,41.0,59.0,61.0,24.8,13.4,68.6,middle,2.0,sunny,0
424,1481.0,40.0,57.0,60.0,24.8,13.4,72.9,middle,2.0,sunny,0
425,1480.0,40.0,57.0,60.0,24.8,13.4,76.1,middle,2.0,sunny,0
426,1479.0,40.0,57.0,60.0,24.7,13.3,72.4,middle,2.0,sunny,0
427,1478.0,40.0,57.0,60.0,24.7,13.3,70.6,middle,2.0,sunny,0
428,1476.0,40.0,57.0,60.0,24.7,13.3,75.9,middle,2.0,sunny,0
429,1474.0,40.0,57.0,60.0,24.7,13.3,71.0,middle,2.0,sunny,0
430,1472.0,41.0,57.0,61.0,24.7,13.3,71.7,middle,2.0,sunny,0
431,1470.0,40.0,56.0,60.0,24.7,13.3,74.8,middle,2.0,sunny,0
432,1467.0,41.0,56.0,60.0,24.7,13.3,73.0,middle,2.0,sunny,0
433,1464.0,41.0,56.0,60.0,24.7,13.3,79.7,middle,2.0,sunny,0
434,1462.0,39.0,56.0,60.0,24.7,13.3,74.3,middle,2.0,sunny,0
435,1459.0,39.0,56.0,60.0,24.7,13.3,70.9,middle,2.0,sunny,0
436,1457.0,38.0,56.0,59.0,24.7,13.3,70.0,middle,2.0,sunny,0
437,1454.0,39.0,57.0,61.0,24.6,13.3,76.9,middle,2.0,sunny,0
438,1452.0,39.0,58.0,61.0,24.7,13.3,72.4,middle,2.0,sunny,0
439,1449.0,38.0,57.0,60.0,24.6,13.3,72.8,middle,2.0,sunny,0
440,1446.0,40.0,58.0,60.0,24.6,13.3,77.2,middle,2.0,sunny,0
441,1444.0,40.0,58.0,60.0,24.6,13.3,71.5,middle,2.0,sunny,0
442,1441.0,40.0,58.0,60.0,24.6,13.3,70.9,middle,2.0,sunny,0
443,1439.0,40.0,58.0,60.0,24.6,13.3,72.2,middle,2.0,sunny,0
444,1436.0,40.0,58.0,60.0,24.6,13.3,74.3,middle,2.0,sunny,0
445,1434.0,40.0,58.0,60.0,24.6,13.3,69.7,middle,2.0,sunny,0
446,1432.0,40.0,58.0,60.0,24.6,13.3,71.3,middle,2.0,sunny,0
447,1429.0,40.0,57.0,60.0,24.6,13.3,75.5,middle,2.0,sunny,0
448,1427.0,40.0,57.0,60.0,24.7,13.3,75.9,middle,2.0,sunny,0
449,1425.0,38.0,57.0,59.0,24.6,13.3,69.2,middle,2.0,sunny,0
450,1423.0,38.0,56.0,59.0,24.6,13.3,71.9,middle,2.0,sunny,0
451,1421.0,38.0,55.0,59.0,24.6,13.3,75.6,middle,2.0,sunny,0
452,1419.0,38.0,55.0,59.0,24.5,13.3,71.8,middle,2.0,sunny,0
453,1417.0,37.0,55.0,59.0,24.5,13.3,71.9,middle,2.0,sunny,0
454,1415.0,37.0,55.0,60.0,24.5,13.2,78.8,middle,2.0,sunny,0
455,1413.0,37.0,55.0,60.0,24.5,13.3,70.0,middle,2.0,sunny,0
456,1412.0,37.0,55.0,60.0,24.5,13.3,71.2,middle,2.0,sunny,0
457,1410.0,37.0,55.0,60.0,24.5,13.2,77.4,middle,2.0,sunny,0
458,1408.0,37.0,55.0,60.0,24.5,13.3,71.2,middle,2.0,sunny,0
459,1406.0,37.0,55.0,60.0,24.5,13.2,72.7,middle,2.0,sunny,0
460,1404.0,37.0,55.0,60.0,24.4,13.2,80.6,middle,2.0,sunny,0
461,1401.0,37.0,55.0,60.0,24.4,13.2,74.7,middle,2.0,sunny,0
462,1398.0,37.0,55.0,60.0,24.4,13.2,73.8,middle,2.0,sunny,0
463,1397.0,37.0,55.0,60.0,24.4,13.2,71.4,middle,2.0,sunny,0
464,1395.0,37.0,56.0,60.0,24.4,13.2,75.7,middle,2.0,sunny,0
465,1393.0,38.0,57.0,61.0,24.4,13.2,69.5,middle,2.0,sunny,0
466,1392.0,37.0,55.0,59.0,24.5,13.3,77.0,middle,2.0,sunny,0
467,1391.0,38.0,56.0,60.0,24.5,13.2,75.0,middle,2.0,sunny,0
468,1390.0,36.0,55.0,59.0,24.4,13.2,78.6,middle,2.0,sunny,0
469,1388.0,36.0,55.0,59.0,24.4,13.2,79.1,middle,2.0,sunny,0
470,1387.0,36.0,55.0,59.0,24.4,13.2,83.2,middle,2.0,sunny,0
471,1386.0,36.0,55.0,58.0,24.4,13.2,69.9,middle,2.0,sunny,0
472,1385.0,36.0,55.0,58.0,24.4,13.2,70.9,middle,2.0,sunny,0
473,1385.0,36.0,55.0,58.0,24.4,13.2,72.8,middle,2.0,sunny,0
474,1385.0,36.0,55.0,58.0,24.4,13.2,78.4,middle,2.0,sunny,0
475,1385.0,36.0,55.0,59.0,24.4,13.2,76.5,middle,2.0,sunny,0
476,1384.0,36.0,56.0,60.0,24.4,13.2,72.3,middle,2.0,sunny,0
477,1384.0,36.0,56.0,60.0,24.4,13.2,77.3,middle,2.0,sunny,0
478,1383.0,36.0,57.0,62.0,24.5,13.2,73.6,middle,2.0,sunny,0
479,1383.0,36.0,57.0,62.0,24.4,13.2,75.6,middle,2.0,sunny,0
480,1382.0,37.0,57.0,62.0,24.4,13.2,80.3,middle,2.0,sunny,0
481,1380.0,37.0,58.0,62.0,24.5,13.3,73.9,middle,2.0,sunny,0
482,1379.0,37.0,58.0,62.0,24.5,13.3,76.0,middle,2.0,sunny,0
483,1379.0,37.0,59.0,62.0,24.5,13.3,78.6,middle,2.0,sunny,0
484,1378.0,38.0,60.0,63.0,24.5,13.3,76.9,middle,2.0,sunny,0
485,1377.0,37.0,60.0,62.0,24.5,13.3,72.2,middle,2.0,sunny,0
486,1376.0,37.0,60.0,63.0,24.5,13.3,76.4,middle,2.0,sunny,0
487,1374.0,37.0,60.0,63.0,24.6,13.3,74.9,middle,2.0,sunny,0
488,1372.0,37.0,60.0,64.0,24.6,13.3,77.0,middle,2.0,sunny,0
489,1371.0,37.0,60.0,64.0,24.6,13.3,75.4,middle,2.0,sunny,0
490,1370.0,37.0,60.0,65.0,24.6,13.3,71.3,middle,2.0,sunny,0
491,1370.0,37.0,60.0,65.0,24.7,13.3,72.1,middle,2.0,sunny,0
492,1370.0,38.0,61.0,66.0,24.7,13.3,71.5,middle,2.0,sunny,0
493,1371.0,37.0,61.0,66.0,24.7,13.3,84.6,middle,2.0,sunny,0
494,1372.0,36.0,60.0,64.0,24.7,13.3,78.6,middle,2.0,sunny,0
495,1373.0,36.0,60.0,62.0,24.7,13.4,70.3,middle,2.0,sunny,0
496,1374.0,36.0,59.0,61.0,24.7,13.4,72.4,middle,2.0,sunny,0
497,1374.0,36.0,59.0,60.0,24.7,13.4,76.5,middle,2.0,sunny,0
498,1374.0,36.0,59.0,60.0,24.8,13.4,72.3,middle,2.0,sunny,0
499,1375.0,36.0,58.0,60.0,24.8,13.4,72.7,middle,2.0,sunny,0
500,1376.0,36.0,58.0,60.0,24.8,13.4,78.3,middle,2.0,sunny,0
501,1378.0,36.0,57.0,60.0,24.8,13.4,75.0,middle,2.0,sunny,0
502,1378.0,36.0,56.0,59.0,24.9,13.4,72.7,middle,2.0,sunny,0
503,1379.0,36.0,56.0,59.0,24.9,13.4,74.9,middle,2.0,sunny,0
504,1379.0,36.0,55.0,58.0,24.9,13.4,70.8,middle,2.0,sunny,0
505,1379.0,36.0,55.0,58.0,24.9,13.4,71.7,middle,2.0,sunny,0
506,1378.0,36.0,55.0,58.0,24.9,13.4,76.2,middle,2.0,sunny,0
507,1378.0,36.0,55.0,58.0,24.9,13.4,72.0,middle,2.0,sunny,0
508,1377.0,36.0,56.0,59.0,24.9,13.4,75.7,middle,2.0,sunny,0
509,1378.0,36.0,56.0,59.0,24.9,13.4,78.1,middle,2.0,sunny,0
510,1377.0,37.0,56.0,60.0,24.9,13.4,73.9,middle,2.0,sunny,0
511,1376.0,38.0,57.0,61.0,24.9,13.4,69.2,middle,2.0,sunny,0
512,1375.0,37.0,56.0,60.0,24.9,13.5,77.0,middle,2.0,sunny,0
513,1375.0,37.0,56.0,60.0,25.0,13.4,75.8,middle,2.0,sunny,0
514,1375.0,36.0,55.0,60.0,25.0,13.5,76.9,middle,2.0,sunny,0
515,1374.0,36.0,55.0,60.0,25.0,13.5,71.9,middle,2.0,sunny,0
516,1372.0,36.0,54.0,60.0,25.0,13.5,78.7,middle,2.0,sunny,0
517,1372.0,36.0,53.0,60.0,25.0,13.5,79.4,middle,2.0,sunny,0
518,1371.0,36.0,53.0,60.0,25.0,13.5,71.0,middle,2.0,sunny,0
519,1369.0,36.0,52.0,60.0,25.0,13.4,78.2,middle,2.0,sunny,0
520,1368.0,36.0,52.0,60.0,25.0,13.4,70.8,middle,2.0,sunny,0
521,1366.0,37.0,54.0,61.0,25.0,13.4,73.0,middle,2.0,sunny,0
522,1364.0,36.0,53.0,60.0,25.0,13.4,69.7,middle,2.0,sunny,0
523,1362.0,37.0,54.0,61.0,24.9,13.4,79.8,middle,2.0,sunny,0
524,1358.0,37.0,54.0,61.0,25.0,13.4,72.1,middle,2.0,sunny,0
525,1354.0,37.0,54.0,61.0,24.9,13.4,72.1,middle,2.0,sunny,0
526,1346.0,37.0,54.0,61.0,24.9,13.4,78.4,middle,2.0,sunny,0
527,1340.0,37.0,54.0,61.0,24.9,13.4,74.1,middle,2.0,sunny,0
528,1332.0,36.0,53.0,60.0,24.8,13.4,74.7,middle,2.0,sunny,0
529,1323.0,36.0,53.0,60.0,24.8,13.4,75.7,middle,2.0,sunny,0
530,1315.0,36.0,52.0,60.0,24.8,13.4,74.9,middle,2.0,sunny,0
531,1307.0,36.0,52.0,60.0,24.7,13.4,72.0,middle,2.0,sunny,0
532,1300.0,36.0,52.0,60.0,24.7,13.3,76.2,middle,2.0,sunny,0
533,1291.0,36.0,52.0,59.0,24.7,13.3,70.7,middle,2.0,sunny,0
534,1286.0,36.0,53.0,59.0,24.7,13.3,68.6,middle,2.0,sunny,0
535,1281.0,36.0,53.0,59.0,24.7,13.3,78.6,middle,2.0,sunny,0
536,1277.0,36.0,53.0,59.0,24.7,13.3,70.6,middle,2.0,sunny,0
537,1273.0,36.0,54.0,60.0,24.7,13.3,69.6,middle,2.0,sunny,0
538,1270.0,38.0,55.0,61.0,24.7,13.3,72.1,middle,2.0,sunny,0
539,1267.0,37.0,53.0,60.0,24.7,13.3,78.6,middle,2.0,sunny,0
540,1265.0,37.0,53.0,60.0,24.7,13.3,78.6,middle,2.0,sunny,0
541,1263.0,37.0,53.0,60.0,24.7,13.3,75.1,middle,2.0,sunny,0
542,1261.0,36.0,53.0,60.0,24.6,13.3,71.6,middle,2.0,sunny,0
543,1259.0,36.0,53.0,60.0,24.6,13.3,70.9,middle,2.0,sunny,0
544,1258.0,36.0,53.0,60.0,24.6,13.3,71.3,middle,2.0,sunny,0
545,1258.0,36.0,53.0,60.0,24.6,13.3,76.6,middle,2.0,sunny,0
546,1256.0,37.0,53.0,60.0,24.6,13.3,76.7,middle,2.0,sunny,0
547,1255.0,37.0,53.0,59.0,24.6,13.3,75.4,middle,2.0,sunny,0
548,1254.0,37.0,53.0,59.0,24.6,13.3,68.6,middle,2.0,sunny,0
549,1254.0,37.0,53.0,59.0,24.6,13.3,77.5,middle,2.0,sunny,0
550,1254.0,37.0,52.0,58.0,24.6,13.3,71.8,middle,2.0,sunny,0
551,1253.0,38.0,52.0,58.0,24.6,13.3,75.4,middle,2.0,sunny,0
552,1253.0,38.0,52.0,58.0,24.7,13.3,79.6,middle,2.0,sunny,0
553,1253.0,39.0,53.0,59.0,24.6,13.3,85.3,middle,2.0,sunny,0
554,1253.0,38.0,53.0,58.0,24.6,13.3,75.5,middle,2.0,sunny,0
555,1254.0,39.0,54.0,60.0,24.6,13.3,69.7,middle,2.0,sunny,0
556,1255.0,38.0,54.0,59.0,24.6,13.3,69.5,middle,2.0,sunny,0
557,1256.0,38.0,55.0,59.0,24.6,13.3,76.2,middle,2.0,sunny,0
558,1257.0,39.0,56.0,60.0,24.7,13.3,70.9,middle,2.0,sunny,0
559,1257.0,38.0,55.0,59.0,24.7,13.3,73.0,middle,2.0,sunny,0
560,1258.0,38.0,56.0,60.0,24.7,13.3,76.7,middle,2.0,sunny,0
561,1258.0,39.0,57.0,61.0,24.7,13.3,70.8,middle,2.0,sunny,0
562,1259.0,39.0,57.0,61.0,24.6,13.3,77.4,middle,2.0,sunny,0
563,1258.0,39.0,56.0,61.0,24.6,13.3,82.5,middle,2.0,sunny,0
564,1257.0,38.0,55.0,59.0,24.6,13.3,71.9,middle,2.0,sunny,0
565,1256.0,37.0,55.0,59.0,24.6,13.3,74.9,middle,2.0,sunny,0
566,1255.0,37.0,55.0,60.0,24.6,13.3,79.5,middle,2.0,sunny,0
567,1254.0,37.0,55.0,60.0,24.5,13.3,72.0,middle,2.0,sunny,0
568,1252.0,37.0,56.0,60.0,24.6,13.3,69.9,middle,2.0,sunny,0
569,1251.0,38.0,57.0,61.0,24.6,13.3,76.2,middle,2.0,sunny,0
570,1248.0,37.0,56.0,60.0,24.6,13.3,74.8,middle,2.0,sunny,0
571,1246.0,37.0,56.0,60.0,24.6,13.3,69.9,middle,2.0,sunny,0
572,1244.0,37.0,56.0,60.0,24.6,13.3,78.4,middle,2.0,sunny,0
573,1243.0,38.0,56.0,61.0,24.7,13.3,71.9,middle,2.0,sunny,0
574,1241.0,38.0,56.0,61.0,24.7,13.3,76.4,middle,2.0,sunny,0
575,1240.0,37.0,54.0,60.0,24.7,13.3,76.8,middle,2.0,sunny,0
576,1241.0,37.0,54.0,61.0,24.7,13.3,84.3,middle,2.0,sunny,0
577,1242.0,36.0,54.0,61.0,24.7,13.3,74.8,middle,2.0,sunny,0
578,1242.0,36.0,54.0,61.0,24.7,13.3,72.2,middle,2.0,sunny,0
579,1242.0,37.0,55.0,62.0,24.7,13.4,70.1,middle,2.0,sunny,0
580,1243.0,37.0,54.0,61.0,24.7,13.3,76.7,middle,2.0,sunny,0
581,1243.0,37.0,54.0,61.0,24.7,13.3,72.0,middle,2.0,sunny,0
582,1244.0,35.0,53.0,60.0,24.7,13.3,71.9,middle,2.0,sunny,0
583,1244.0,35.0,53.0,59.0,24.7,13.3,75.9,middle,2.0,sunny,0
584,1244.0,35.0,53.0,59.0,24.7,13.3,77.1,middle,2.0,sunny,0
585,1243.0,37.0,54.0,60.0,24.7,13.3,74.1,middle,2.0,sunny,0
586,1242.0,36.0,53.0,59.0,24.7,13.3,79.8,middle,2.0,sunny,0
587,1240.0,37.0,53.0,59.0,24.7,13.3,75.1,middle,2.0,sunny,0
588,1238.0,36.0,52.0,58.0,24.6,13.3,71.6,middle,2.0,sunny,0
589,1235.0,37.0,53.0,59.0,24.6,13.3,77.0,middle,2.0,sunny,0
590,1231.0,36.0,52.0,57.0,24.6,13.3,69.6,middle,2.0,sunny,0
591,1226.0,37.0,52.0,58.0,24.5,13.3,73.5,middle,2.0,sunny,0
592,1222.0,36.0,51.0,56.0,24.5,13.3,76.6,middle,2.0,sunny,0
593,1218.0,36.0,51.0,55.0,24.5,13.3,72.1,middle,2.0,sunny,0
594,1212.0,36.0,51.0,55.0,24.5,13.3,69.3,middle,2.0,sunny,0
595,1207.0,36.0,51.0,55.0,24.5,13.2,78.3,middle,2.0,sunny,0
596,1200.0,36.0,51.0,55.0,24.4,13.2,75.7,middle,2.0,sunny,0
597,1194.0,36.0,51.0,54.0,24.5,13.2,71.6,middle,2.0,sunny,0
598,1188.0,36.0,51.0,54.0,24.4,13.2,77.8,middle,2.0,sunny,0
599,1184.0,36.0,51.0,54.0,24.4,13.2,79.0,middle,2.0,sunny,0
600,1181.0,36.0,52.0,53.0,24.4,13.1,75.1,middle,2.0,sunny,0
601,1178.0,36.0,52.0,54.0,24.3,13.1,74.6,middle,2.0,sunny,0
602,1175.0,36.0,53.0,54.0,24.3,13.1,74.8,middle,2.0,sunny,0
603,1173.0,36.0,53.0,54.0,24.3,13.1,71.8,middle,2.0,sunny,0
604,1171.0,37.0,54.0,56.0,24.3,13.1,78.2,middle,2.0,sunny,0
605,1170.0,36.0,54.0,55.0,24.3,13.1,74.6,middle,2.0,sunny,0
606,1170.0,36.0,54.0,56.0,24.3,13.1,70.3,middle,2.0,sunny,0
607,1168.0,36.0,54.0,56.0,24.2,13.1,75.1,middle,2.0,sunny,0
608,1166.0,36.0,55.0,56.0,24.2,13.1,73.5,middle,2.0,sunny,0
609,1164.0,36.0,55.0,56.0,24.2,13.1,72.3,middle,2.0,sunny,0
610,1162.0,36.0,54.0,56.0,24.2,13.1,78.5,middle,2.0,sunny,0
611,1160.0,36.0,55.0,56.0,24.2,13.1,70.3,middle,2.0,sunny,0
612,1159.0,36.0,55.0,56.0,24.2,13.1,76.2,middle,2.0,sunny,0
613,1159.0,36.0,55.0,57.0,24.2,13.1,71.2,middle,2.0,sunny,0
614,1158.0,36.0,55.0,57.0,24.2,13.1,71.7,middle,2.0,sunny,0
615,1157.0,36.0,55.0,58.0,24.2,13.1,76.4,middle,2.0,sunny,0
616,1156.0,36.0,55.0,58.0,24.2,13.1,71.7,middle,2.0,sunny,0
617,1156.0,36.0,55.0,58.0,24.2,13.1,69.3,middle,2.0,sunny,0
618,1156.0,36.0,55.0,58.0,24.2,13.1,75.1,middle,2.0,sunny,0
619,1156.0,36.0,55.0,57.0,24.2,13.1,78.3,middle,2.0,sunny,0
620,1157.0,36.0,55.0,57.0,24.2,13.1,71.8,middle,2.0,sunny,0
621,1157.0,36.0,55.0,57.0,24.2,13.1,77.3,middle,2.0,sunny,0
